date,provider,account_id,account_name,region,service,resource_id,resource_name,instance_type,environment,business_unit,application,owner,status,cost_usd,cpu_utilization_p95,invocations,attached_to,storage_gb,last_access_days
2026-05-27,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,8.4311,62.7,,,,
2026-05-28,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.5277,49.4,,,,
2026-05-29,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,8.9722,52.4,,,,
2026-05-30,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,8.8601,61.3,,,,
2026-05-31,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,8.4476,65.3,,,,
2026-06-01,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.4939,59.0,,,,
2026-06-02,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,8.3015,53.6,,,,
2026-06-03,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.6705,40.6,,,,
2026-06-04,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.0879,52.2,,,,
2026-06-05,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.5126,55.9,,,,
2026-06-06,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.3649,65.0,,,,
2026-06-07,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.8929,59.4,,,,
2026-06-08,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.3546,50.0,,,,
2026-06-09,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.6548,55.3,,,,
2026-06-10,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.0093,60.7,,,,
2026-06-11,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,8.6399,62.5,,,,
2026-06-12,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.5726,63.0,,,,
2026-06-13,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,8.6303,60.0,,,,
2026-06-14,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.4895,47.1,,,,
2026-06-15,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,8.8198,67.3,,,,
2026-06-16,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.3156,63.9,,,,
2026-06-17,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.9015,64.3,,,,
2026-06-18,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.4585,80.7,,,,
2026-06-19,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.1372,55.0,,,,
2026-06-20,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.3737,64.1,,,,
2026-06-21,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.0218,53.3,,,,
2026-06-22,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,10.0675,63.2,,,,
2026-06-23,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,8.9461,67.6,,,,
2026-06-24,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.1758,59.0,,,,
2026-06-25,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.4233,51.4,,,,
2026-06-26,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.346,74.8,,,,
2026-06-27,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.3879,58.1,,,,
2026-06-28,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.0291,57.9,,,,
2026-06-29,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.1224,58.1,,,,
2026-06-30,AWS,223344556677,shared-services,us-east-1,EC2,i-0e95794464c1d5826,billing-etl-m5-77,m5.2xlarge,prod,Analytics,billing-etl,platform-team,running,9.5538,48.2,,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.3234,63.3,,,,
2026-04-03,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.668,35.3,,,,
2026-04-04,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.099,52.7,,,,
2026-04-05,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.5701,54.4,,,,
2026-04-06,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.6763,46.8,,,,
2026-04-07,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.34,47.9,,,,
2026-04-08,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.9683,63.3,,,,
2026-04-09,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.016,56.8,,,,
2026-04-10,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.5262,65.8,,,,
2026-04-11,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.4382,52.6,,,,
2026-04-12,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.4282,44.7,,,,
2026-04-13,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.6519,51.7,,,,
2026-04-14,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.1408,50.6,,,,
2026-04-15,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.0019,58.3,,,,
2026-04-16,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.3103,58.0,,,,
2026-04-17,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.2128,57.1,,,,
2026-04-18,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.0616,68.2,,,,
2026-04-19,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.638,61.9,,,,
2026-04-20,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.7203,48.3,,,,
2026-04-21,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,10.0378,60.2,,,,
2026-04-22,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.574,54.0,,,,
2026-04-23,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.1359,52.5,,,,
2026-04-24,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.36,62.9,,,,
2026-04-25,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.2828,47.9,,,,
2026-04-26,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.5199,59.8,,,,
2026-04-27,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.4573,58.6,,,,
2026-04-28,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.1161,47.8,,,,
2026-04-29,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.8959,43.2,,,,
2026-04-30,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.3033,53.3,,,,
2026-05-01,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.0538,34.7,,,,
2026-05-02,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.7562,61.0,,,,
2026-05-03,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.971,56.1,,,,
2026-05-04,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.7033,63.1,,,,
2026-05-05,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.1629,55.7,,,,
2026-05-06,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,10.0734,63.6,,,,
2026-05-07,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.103,50.0,,,,
2026-05-08,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.096,57.1,,,,
2026-05-09,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.1772,51.3,,,,
2026-05-10,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.7569,53.1,,,,
2026-05-11,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,10.0637,54.4,,,,
2026-05-12,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.8741,56.1,,,,
2026-05-13,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.571,49.1,,,,
2026-05-14,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.9013,56.8,,,,
2026-05-15,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.5804,54.1,,,,
2026-05-16,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.7418,45.0,,,,
2026-05-17,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.6899,42.4,,,,
2026-05-18,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.2564,61.1,,,,
2026-05-19,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.2111,39.2,,,,
2026-05-20,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.1457,52.8,,,,
2026-05-21,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.9887,44.4,,,,
2026-05-22,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.072,64.8,,,,
2026-05-23,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.3819,57.4,,,,
2026-05-24,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.2582,55.9,,,,
2026-05-25,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.5027,48.6,,,,
2026-05-26,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.5397,44.9,,,,
2026-05-27,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.337,55.0,,,,
2026-05-28,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.9888,53.7,,,,
2026-05-29,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.9865,46.9,,,,
2026-05-30,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.0856,46.7,,,,
2026-05-31,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.335,46.4,,,,
2026-06-01,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.4785,46.2,,,,
2026-06-02,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.0072,49.8,,,,
2026-06-03,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.7045,55.9,,,,
2026-06-04,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.1379,57.0,,,,
2026-06-05,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.4392,53.5,,,,
2026-06-06,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.9524,54.7,,,,
2026-06-07,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.241,57.3,,,,
2026-06-08,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.5462,40.9,,,,
2026-06-09,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.5958,55.2,,,,
2026-06-10,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.9525,62.3,,,,
2026-06-11,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.0998,41.3,,,,
2026-06-12,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.7486,36.1,,,,
2026-06-13,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.1297,52.6,,,,
2026-06-14,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.0595,60.8,,,,
2026-06-15,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.6578,52.7,,,,
2026-06-16,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.4291,57.8,,,,
2026-06-17,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.4207,55.8,,,,
2026-06-18,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.5778,46.3,,,,
2026-06-19,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.9565,47.6,,,,
2026-06-20,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.4922,42.9,,,,
2026-06-21,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.8731,63.6,,,,
2026-06-22,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.1198,59.2,,,,
2026-06-23,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.3034,53.1,,,,
2026-06-24,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.7188,52.3,,,,
2026-06-25,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.5595,48.6,,,,
2026-06-26,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.4192,56.4,,,,
2026-06-27,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.6383,49.1,,,,
2026-06-28,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,9.0016,51.4,,,,
2026-06-29,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.7088,49.7,,,,
2026-06-30,AWS,112233445566,prod-media,us-east-1,EC2,i-043f31ad2b8d2f9d5,epg-service-m5-93,m5.2xlarge,prod,Analytics,epg-service,data-eng,running,8.9474,58.8,,,,
2026-04-02,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,8.6801,38.2,,,,
2026-04-03,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,9.2268,50.6,,,,
2026-04-04,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,8.3998,46.9,,,,
2026-04-05,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,9.6545,44.2,,,,
2026-04-06,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,9.4188,41.2,,,,
2026-04-07,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,9.172,36.3,,,,
2026-04-08,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,8.3518,50.1,,,,
2026-04-09,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,8.8529,42.6,,,,
2026-04-10,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,8.7049,37.4,,,,
2026-04-11,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,9.1519,41.1,,,,
2026-04-12,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,9.3553,47.5,,,,
2026-04-13,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,9.3343,46.3,,,,
2026-04-14,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,9.7976,39.3,,,,
2026-04-15,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,9.1957,51.2,,,,
2026-04-16,AWS,112233445566,prod-media,us-east-1,EC2,i-0c24afd63f45f8406,auth-gateway-m5-97,m5.2xlarge,prod,Security,auth-gateway,media-team,running,9.6822,37.4,,,,
